"LOCATION","Country","TL","Territory level","GEO","Geography","VAR","Variable","TIME","Time","Value","Flag Codes","Flags"
"USA","United States","FUA","Functional Urban Area","USA205F","Delaware","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",60.9,,
"POL","Poland","FUA","Functional Urban Area","PL005F","Poznań","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",195,,
"CZE","Czech Republic","FUA","Functional Urban Area","CZ004F","Plzeň","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",42.9,,
"FRA","France","FUA","Functional Urban Area","FR043F","Avignon","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",37.9,,
"FRA","France","FUA","Functional Urban Area","FR022F","Le Havre","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",152,,
"POL","Poland","FUA","Functional Urban Area","PL037F","Gniezno","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",45.7,,
"CHL","Chile","FUA","Functional Urban Area","CL025F","Puerto Montt","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",56,,
"MEX","Mexico","FUA","Functional Urban Area","MEX23F","Tampico","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",62,,
"SVK","Slovak Republic","FUA","Functional Urban Area","SK002F","Košice","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",125,,
"JPN","Japan","FUA","Functional Urban Area","JPN57F","Ashikaga","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",19.8,,
"POL","Poland","FUA","Functional Urban Area","PL043F","Pabianice","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",168,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK024F","Worcester","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",52.3,,
"DEU","Germany","FUA","Functional Urban Area","DE003F","München","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",49.1,,
"JPN","Japan","FUA","Functional Urban Area","JPN01F","Tokyo","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",38,,
"FRA","France","FUA","Functional Urban Area","FR048F","Valence","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",106,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK548F","Basingstoke and Deane","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",50.9,,
"USA","United States","FUA","Functional Urban Area","USA37F","Memphis","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",60.2,,
"HUN","Hungary","FUA","Functional Urban Area","HU007F","Győr","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",209,,
"ROU","Romania","FUA","Functional Urban Area","RO035F","Drobeta-Turnu Severin","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",22,,
"CAN","Canada","FUA","Functional Urban Area","CAN24F","Brantford","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",210,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK033F","Guildford","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",225,,
"ROU","Romania","FUA","Functional Urban Area","RO023F","Constanţa","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",21.5,,
"ESP","Spain","FUA","Functional Urban Area","ES066F","Burgos","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",31.2,,
"DEU","Germany","FUA","Functional Urban Area","DE041F","Kaiserslautern","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",45.4,,
"USA","United States","FUA","Functional Urban Area","USA02F","Los Angeles (Greater)","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",25.6,,
"USA","United States","FUA","Functional Urban Area","USA81F","Brevard","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",541,,
"DEU","Germany","FUA","Functional Urban Area","DE005F","Frankfurt am Main","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",48.1,,
"GRC","Greece","FUA","Functional Urban Area","EL001F","Athina","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",29.1,,
"USA","United States","FUA","Functional Urban Area","USA120F","Cumberland (NC)","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",692,,
"ITA","Italy","FUA","Functional Urban Area","IT071F","Rimini","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",84,,
"CHL","Chile","FUA","Functional Urban Area","CL013F","Melipilla","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",116,,
"MEX","Mexico","FUA","Functional Urban Area","MEX27F","Saltillo","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",41,,
"USA","United States","FUA","Functional Urban Area","USA56F","Rochester (NY)","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",410,,
"JPN","Japan","FUA","Functional Urban Area","JPN45F","Kusatsu","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",12.3,,
"DEU","Germany","FUA","Functional Urban Area","DE095F","Osnabrück","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",50.4,,
"ESP","Spain","FUA","Functional Urban Area","ES002F","Barcelona","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",54,,
"FRA","France","FUA","Functional Urban Area","FR010F","Rouen","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",158,,
"ITA","Italy","FUA","Functional Urban Area","IT078F","Novara","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",58,,
"LTU","Lithuania","FUA","Functional Urban Area","LT002F","Kaunas","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",210,,
"BEL","Belgium","FUA","Functional Urban Area","BE012F","Mechelen","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",53.9,,
"USA","United States","FUA","Functional Urban Area","USA157F","Kalamazoo","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",65.7,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK583F","Kettering","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",133,,
"ESP","Spain","FUA","Functional Urban Area","ES040F","Gandia","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",174,,
"TUR","Türkiye","FUA","Functional Urban Area","TR022F","Samsun","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",31,,
"HRV","Croatia","FUA","Functional Urban Area","HR001F","Zagreb","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",169,,
"AUS","Australia","FUA","Functional Urban Area","AUS18F","Ballarat","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",37.3,,
"ESP","Spain","FUA","Functional Urban Area","ES056F","Elda","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",48.6,,
"FRA","France","FUA","Functional Urban Area","FR037F","Perpignan","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",26.6,,
"GRC","Greece","FUA","Functional Urban Area","EL007F","Ioannina","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",85,,
"NLD","Netherlands","FUA","Functional Urban Area","NL022F","Heerlen","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",270,,
"ITA","Italy","FUA","Functional Urban Area","IT049F","Acireale","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",166,,
"USA","United States","FUA","Functional Urban Area","USA194F","Centre","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",64.6,,
"FRA","France","FUA","Functional Urban Area","FR044F","Troyes","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",136,,
"DEU","Germany","FUA","Functional Urban Area","DE023F","Darmstadt","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",46.5,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK571F","Cheltenham","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",162,,
"JPN","Japan","FUA","Functional Urban Area","JPN52F","Shimonoseki","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",36.1,,
"POL","Poland","FUA","Functional Urban Area","PL033F","Lubin","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",51.3,,
"USA","United States","FUA","Functional Urban Area","USA07F","Dallas","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",297,,
"ROU","Romania","FUA","Functional Urban Area","RO029F","Baia Mare","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",112,,
"JPN","Japan","FUA","Functional Urban Area","JPN58F","Omuta","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",121,,
"COL","Colombia","FUA","Functional Urban Area","COL14F","Villavicencio","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",105,,
"DEU","Germany","FUA","Functional Urban Area","DE084F","Chemnitz","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",55.7,,
"NLD","Netherlands","FUA","Functional Urban Area","NL001F","Amsterdam","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",42.4,,
"JPN","Japan","FUA","Functional Urban Area","JPN25F","Matsuyama","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",17.4,,
"COL","Colombia","FUA","Functional Urban Area","COL53F","Fundacion","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",41.5,,
"ESP","Spain","FUA","Functional Urban Area","ES031F","Cáceres","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",224,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK561F","Torbay","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",58.3,,
"DEU","Germany","FUA","Functional Urban Area","DE012F","Bremen","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",201,,
"JPN","Japan","FUA","Functional Urban Area","JPN31F","Numazu","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",87,,
"MEX","Mexico","FUA","Functional Urban Area","MEX70F","Apizaco","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",62,,
"ESP","Spain","FUA","Functional Urban Area","ES022F","Vigo","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",154,,
"SVN","Slovenia","FUA","Functional Urban Area","SI002F","Podravska","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",35.4,,
"PRT","Portugal","FUA","Functional Urban Area","PT013F","Póvoa de Varzim","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",37.6,,
"POL","Poland","FUA","Functional Urban Area","PL026F","Płock","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",42.4,,
"MEX","Mexico","FUA","Functional Urban Area","MEX52F","Cuautla","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",69,,
"ITA","Italy","FUA","Functional Urban Area","IT026F","Cagliari","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",58,,
"USA","United States","FUA","Functional Urban Area","USA154F","Merced","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",131,,
"AUT","Austria","FUA","Functional Urban Area","AT003F","Linz","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",35.3,,
"MEX","Mexico","FUA","Functional Urban Area","MEX21F","Aguascalientes","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",16.1,,
"USA","United States","FUA","Functional Urban Area","USA57F","Kern","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",15.8,,
"DEU","Germany","FUA","Functional Urban Area","DE006F","Ruhrgebiet","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",58.4,,
"TUR","Türkiye","FUA","Functional Urban Area","TR006F","Denizli","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",63,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK018F","Exeter","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",53,,
"ITA","Italy","FUA","Functional Urban Area","IT080F","Arezzo","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",97,,
"COL","Colombia","FUA","Functional Urban Area","COL26F","San Andres de Tumaco","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",6.9,,
"MEX","Mexico","FUA","Functional Urban Area","MEX39F","Orizaba","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",51.1,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK001F","London","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",95,,
"NLD","Netherlands","FUA","Functional Urban Area","NL005F","Alphen aan den Rijn","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",43.3,,
"FRA","France","FUA","Functional Urban Area","FR077F","Saint-Louis-Bâle (French part)","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",33.3,,
"FRA","France","FUA","Functional Urban Area","FR027F","Metz","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",156,,
"USA","United States","FUA","Functional Urban Area","USA32F","Milwaukee","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",55.1,,
"USA","United States","FUA","Functional Urban Area","USA50F","Pima","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",23.6,,
"MEX","Mexico","FUA","Functional Urban Area","MEX45F","Tapachula","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",75,,
"BEL","Belgium","FUA","Functional Urban Area","BE001F","Bruxelles/Brussel/Leuven","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",87,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK006F","Liverpool","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",125,,
"SVK","Slovak Republic","FUA","Functional Urban Area","SK007F","Trnava","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",86,,
"JPN","Japan","FUA","Functional Urban Area","JPN13F","Takasaki","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",62,,
"FRA","France","FUA","Functional Urban Area","FR055F","Lorient","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",199,,
"MEX","Mexico","FUA","Functional Urban Area","MEX14F","Cuernavaca","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",42.5,,
"ESP","Spain","FUA","Functional Urban Area","ES043F","Ciudad Real","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",25.6,,
"DEU","Germany","FUA","Functional Urban Area","DE032F","Bonn","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",56.4,,
"DEU","Germany","FUA","Functional Urban Area","DE037F","Saarbrücken","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",263,,
"COL","Colombia","FUA","Functional Urban Area","COL07F","Cucuta","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",52,,
"BEL","Belgium","FUA","Functional Urban Area","BE002F","Antwerpen","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",42.9,,
"USA","United States","FUA","Functional Urban Area","USA72F","Ada","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",300,,
"ROU","Romania","FUA","Functional Urban Area","RO007F","Bacău","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",35.3,,
"CHL","Chile","FUA","Functional Urban Area","CL025F","Puerto Montt","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",32.2,,
"AUS","Australia","FUA","Functional Urban Area","AUS08F","Newcastle","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",46.1,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK051F","Great Yarmouth","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",98,,
"LTU","Lithuania","FUA","Functional Urban Area","LT005F","Klaipėda","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",39,,
